,gasrig_count,gas_price,gaswell_count,gasimports_amount,gasconsumption_amount
2017-02-09,151.14285714285714,3.11,1471.0,262.017,2393.4165714285714
2017-02-10,151.28571428571428,3.11,1471.0,262.9445,2399.958892857143
2017-02-11,151.42857142857142,3.05,1471.0,263.872,2406.501214285714
2017-02-12,151.57142857142858,2.99,1471.0,264.7995,2413.0435357142856
2017-02-13,151.71428571428572,2.93,1471.0,265.72700000000003,2419.585857142857
2017-02-14,151.85714285714286,2.85,1471.0,266.6545,2426.1281785714286
2017-02-15,152.0,2.95,1471.0,267.582,2432.6705
2017-02-16,152.14285714285714,2.88,1471.0,268.5095,2439.2128214285713
2017-02-17,152.28571428571428,2.75,1471.0,269.437,2445.755142857143
2017-02-18,152.42857142857142,2.7025,1471.0,270.3645,2452.2974642857143
2017-02-19,152.57142857142858,2.6550000000000002,1471.0,271.29200000000003,2458.8397857142854
2017-02-20,152.71428571428572,2.6075,1471.0,272.2195,2465.382107142857
2017-02-21,152.85714285714286,2.56,1471.0,273.147,2471.9244285714285
2017-02-22,153.0,2.52,1471.0,274.0745,2478.46675
2017-02-23,153.14285714285714,2.63,1471.0,275.002,2485.0090714285716
2017-02-24,153.28571428571428,2.63,1471.0,275.9295,2491.5513928571427
2017-02-25,153.42857142857142,2.5666666666666664,1471.0,276.857,2498.093714285714
2017-02-26,153.57142857142858,2.5033333333333334,1471.0,277.7845,2504.6360357142858
2017-02-27,153.71428571428572,2.44,1471.0,278.712,2511.178357142857
2017-02-28,153.85714285714286,2.54,1471.0,279.6395,2517.7206785714284
2017-03-01,154.0,2.54,1471.0,280.567,2524.263
2017-03-02,154.38709677419354,2.59,1471.0,279.20287096774194,2505.1817741935483
2017-03-03,154.7741935483871,2.5,1471.0,277.8387419354839,2486.1005483870968
2017-03-04,155.16129032258064,2.56,1471.0,276.4746129032258,2467.019322580645
2017-03-05,155.5483870967742,2.62,1471.0,275.11048387096776,2447.9380967741936
2017-03-06,155.93548387096774,2.68,1471.0,273.7463548387097,2428.856870967742
2017-03-07,156.32258064516128,2.68,1471.0,272.38222580645163,2409.7756451612904
2017-03-08,156.70967741935485,2.59,1471.0,271.01809677419357,2390.694419354839
2017-03-09,157.09677419354838,2.83,1471.0,269.6539677419355,2371.6131935483872
2017-03-10,157.48387096774192,2.98,1471.0,268.28983870967744,2352.531967741935
2017-03-11,157.8709677419355,3.0,1471.0,266.9257096774194,2333.4507419354836
2017-03-12,158.25806451612902,3.02,1471.0,265.5615806451613,2314.369516129032
2017-03-13,158.6451612903226,3.04,1471.0,264.19745161290325,2295.2882903225805
2017-03-14,159.03225806451613,3.02,1471.0,262.8333225806452,2276.207064516129
2017-03-15,159.41935483870967,3.02,1471.0,261.4691935483871,2257.1258387096773
2017-03-16,159.80645161290323,2.84,1471.0,260.105064516129,2238.0446129032257
2017-03-17,160.19354838709677,2.85,1471.0,258.740935483871,2218.963387096774
2017-03-18,160.58064516129033,2.876666666666667,1471.0,257.3768064516129,2199.8821612903225
2017-03-19,160.96774193548387,2.9033333333333333,1471.0,256.0126774193548,2180.800935483871
2017-03-20,161.3548387096774,2.93,1471.0,254.64854838709678,2161.7197096774194
2017-03-21,161.74193548387098,3.09,1471.0,253.28441935483872,2142.638483870968
2017-03-22,162.1290322580645,3.02,1471.0,251.92029032258066,2123.557258064516
2017-03-23,162.51612903225805,2.93,1471.0,250.5561612903226,2104.4760322580646
2017-03-24,162.90322580645162,2.97,1471.0,249.1920322580645,2085.3948064516126
2017-03-25,163.29032258064515,2.96,1471.0,247.82790322580644,2066.313580645161
2017-03-26,163.67741935483872,2.95,1471.0,246.46377419354837,2047.2323548387096
2017-03-27,164.06451612903226,2.94,1471.0,245.0996451612903,2028.151129032258
2017-03-28,164.4516129032258,2.95,1471.0,243.73551612903225,2009.0699032258062
2017-03-29,164.83870967741936,3.03,1471.0,242.37138709677419,1989.9886774193546
2017-03-30,165.2258064516129,3.08,1471.0,241.00725806451612,1970.907451612903
2017-03-31,165.61290322580646,3.13,1471.0,239.64312903225806,1951.8262258064515
2017-04-01,166.0,3.13,1471.0,238.279,1932.745
2017-04-02,166.4,3.13,1471.0,238.48146666666668,1931.3963666666666
2017-04-03,166.8,3.13,1471.0,238.68393333333333,1930.0477333333333
2017-04-04,167.2,3.06,1471.0,238.8864,1928.6990999999998
2017-04-05,167.6,3.22,1471.0,239.08886666666666,1927.3504666666665
2017-04-06,168.0,3.23,1471.0,239.29133333333334,1926.0018333333333
2017-04-07,168.4,3.23,1471.0,239.4938,1924.6532
2017-04-08,168.8,3.203333333333333,1471.0,239.69626666666667,1923.3045666666667
2017-04-09,169.2,3.1766666666666667,1471.0,239.89873333333333,1921.9559333333332
2017-04-10,169.6,3.15,1471.0,240.1012,1920.6073
2017-04-11,170.0,3.11,1471.0,240.30366666666666,1919.2586666666666
2017-04-12,170.4,2.97,1471.0,240.50613333333334,1917.9100333333333
2017-04-13,170.8,3.0,1471.0,240.7086,1916.5614
2017-04-14,171.2,3.0225,1471.0,240.91106666666667,1915.2127666666665
2017-04-15,171.6,3.045,1471.0,241.11353333333332,1913.8641333333333
2017-04-16,172.0,3.0675,1471.0,241.316,1912.5155
2017-04-17,172.4,3.09,1471.0,241.51846666666668,1911.1668666666667
2017-04-18,172.8,3.11,1471.0,241.72093333333333,1909.8182333333334
2017-04-19,173.2,3.11,1471.0,241.92340000000002,1908.4696
2017-04-20,173.6,3.13,1471.0,242.12586666666667,1907.1209666666666
2017-04-21,174.0,3.06,1471.0,242.32833333333335,1905.7723333333333
2017-04-22,174.4,3.06,1471.0,242.5308,1904.4237
2017-04-23,174.8,3.06,1471.0,242.73326666666668,1903.0750666666668
2017-04-24,175.2,3.06,1471.0,242.93573333333333,1901.7264333333333
2017-04-25,175.6,2.99,1471.0,243.1382,1900.3778
2017-04-26,176.0,3.06,1471.0,243.34066666666666,1899.0291666666667
2017-04-27,176.4,3.13,1471.0,243.54313333333334,1897.6805333333334
2017-04-28,176.8,3.2,1471.0,243.7456,1896.3319000000001
2017-04-29,177.2,3.2,1471.0,243.94806666666668,1894.9832666666666
2017-04-30,177.6,3.2,1471.0,244.15053333333333,1893.6346333333333
2017-05-01,178.0,3.2,1471.0,244.353,1892.286
2017-05-02,178.19354838709677,3.13,1471.0,244.20629032258066,1892.8705806451615
2017-05-03,178.38709677419354,3.14,1471.0,244.0595806451613,1893.4551612903226
2017-05-04,178.58064516129033,3.11,1471.0,243.91287096774195,1894.039741935484
2017-05-05,178.7741935483871,3.1,1471.0,243.7661612903226,1894.6243225806452
2017-05-06,178.96774193548387,3.086666666666667,1471.0,243.61945161290325,1895.2089032258066
2017-05-07,179.16129032258064,3.0733333333333333,1471.0,243.47274193548387,1895.7934838709677
2017-05-08,179.3548387096774,3.06,1471.0,243.32603225806452,1896.3780645161291
2017-05-09,179.5483870967742,3.03,1471.0,243.17932258064516,1896.9626451612903
2017-05-10,179.74193548387098,3.03,1471.0,243.0326129032258,1897.5472258064517
2017-05-11,179.93548387096774,3.23,1471.0,242.88590322580646,1898.1318064516129
2017-05-12,180.1290322580645,3.24,1471.0,242.7391935483871,1898.7163870967743
2017-05-13,180.32258064516128,3.2466666666666666,1471.0,242.59248387096775,1899.3009677419354
2017-05-14,180.51612903225808,3.2533333333333334,1471.0,242.4457741935484,1899.8855483870968
2017-05-15,180.70967741935485,3.26,1471.0,242.29906451612905,1900.470129032258
2017-05-16,180.90322580645162,3.27,1471.0,242.1523548387097,1901.0547096774194
2017-05-17,181.09677419354838,3.27,1471.0,242.00564516129032,1901.6392903225806
2017-05-18,181.29032258064515,3.13,1471.0,241.85893548387097,1902.223870967742
2017-05-19,181.48387096774192,3.11,1471.0,241.7122258064516,1902.8084516129031
2017-05-20,181.67741935483872,3.1533333333333333,1471.0,241.56551612903226,1903.3930322580645
2017-05-21,181.8709677419355,3.1966666666666668,1471.0,241.4188064516129,1903.9776129032257
2017-05-22,182.06451612903226,3.24,1471.0,241.27209677419356,1904.562193548387
2017-05-23,182.25806451612902,3.22,1471.0,241.1253870967742,1905.1467741935483
2017-05-24,182.4516129032258,3.22,1471.0,240.97867741935485,1905.7313548387096
2017-05-25,182.6451612903226,3.1,1471.0,240.8319677419355,1906.3159354838708
2017-05-26,182.83870967741936,3.1,1471.0,240.68525806451615,1906.9005161290322
2017-05-27,183.03225806451613,3.1,1471.0,240.53854838709677,1907.4850967741934
2017-05-28,183.2258064516129,3.1,1471.0,240.39183870967742,1908.0696774193548
2017-05-29,183.41935483870967,3.1,1471.0,240.24512903225806,1908.654258064516
