date,oil_price,gas_price,oilrig_count,gasrig_count,totalrig_count,onshore_count,offshore_count,totalwell_count,oilwell_count,gaswell_count,oilimports_amount_x,oilimports_amount_y,oilexports_amount_x,oilexports_amount_y,oilproduction_amount_x,oilproduction_amount_y,oilconsumption_amount_x,oilconsumption_amount_y,oilstorage_amount_x,oilstorage_amount_y,oilstoragechange_amount,oildaysofsupply,gasimports_amount,gasexports_amount,gasproduction_amount,gasconsumption_amount,gasstorage_amount,uspopulation,usemissions
2021-10-25,84.64,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-22,84.53,5.1,,,,,,,,,,8279.0,,7897.0,,11300.0,,19832.0,,1044998.0,,28.3,,,,,,,
2021-10-21,82.64,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-20,84.4,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19,83.19,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,82.62,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-15,82.39,5.44,,,,,,,,,,7719.0,,7325.0,,11300.0,,21832.0,,1041820.0,,27.9,,,,,,,
2021-10-14,81.43,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-13,80.67,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-12,80.75,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,80.64,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-08,79.55,5.46,,,,,,,,,,8325.0,,8012.0,,11400.0,,19875.0,,1043945.0,,27.7,,,,,,,
2021-10-07,78.46,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-06,77.66,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,79.17,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,77.68,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,76.01,5.61,,,,,,,,,,9620.0,,6955.0,,11300.0,,21526.0,,1038657.0,,27.6,,,,,,,
2021-09-30,75.22,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29,75.06,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-28,75.44,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,75.54,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24,74.18,5.1,,,,,,,,,,9260.0,,7568.0,,11100.0,,20391.0,,1037231.0,,28.2,,,,,,,
2021-09-23,73.43,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-22,72.37,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-21,70.51,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,70.41,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-17,72.09,5.32,,,,,,,,,,8946.0,,7096.0,,10600.0,,21145.0,,1033533.0,,27.6,,,,,,,
2021-09-16,72.69,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15,72.59,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-14,70.53,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-13,70.54,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-10,69.82,5.13,,,,,,,,,,7759.0,,7117.0,,10100.0,,19911.0,,1038218.0,,27.5,,,,,,,
2021-09-09,68.26,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08,69.36,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07,68.49,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03,69.34,4.77,,,,,,,,,,8316.0,,8125.0,,10000.0,,19954.0,,1045169.0,,27.2,,,,,,,
2021-09-02,70.07,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,68.63,4.45,407.0,101.0,508.0,502.0,6.0,,,,8857.786,,7246.733,,10723.333,,20690.821,,1038.657,,,,,,,,,,
2021-08-31,68.43,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30,69.28,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27,68.84,4.35,,,,,,,,,,9458.0,,7946.0,,11500.0,,22820.0,,1046697.0,,26.5,,,,,,,
2021-08-26,67.42,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-25,68.54,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24,67.5,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23,65.65,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20,62.25,3.94,,,,,,,,,,8986.0,,7939.0,,11400.0,,21817.0,,1053866.0,,27.0,,,,,,,
2021-08-19,63.69,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-18,65.36,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-17,66.5,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,67.44,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13,68.36,3.95,,,,,,,,,,8690.0,,8429.0,,11400.0,,21463.0,,1056846.0,,27.2,,,,,,,
2021-08-12,69.12,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-11,69.3,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-10,68.33,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-09,66.56,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-06,68.26,4.21,,,,,,,,,,8343.0,,9095.0,,11300.0,,19514.0,,1060081.0,,27.4,,,,,,,
2021-08-05,69.1,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-04,68.19,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-03,70.64,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-02,71.31,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-30,73.93,3.94,,,,,,,,,,8616.0,,7329.0,,11200.0,,21168.0,,1060529.0,,27.5,,,,,,,
2021-07-29,73.62,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-28,72.37,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-27,71.68,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-26,72.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23,72.24,4.11,,,,,,,,,,9259.0,,8144.0,,11200.0,,21123.0,,1056902.0,,27.2,,,,,,,
2021-07-22,72.15,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-21,70.26,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20,67.32,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,66.45,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16,71.76,3.7,,,,,,,,,,9688.0,,7985.0,,11400.0,,20581.0,,1060991.0,,27.3,,,,,,,
2021-07-15,71.67,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,73.06,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13,75.24,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-12,74.21,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-09,74.56,3.71,,,,,,,,,,8658.0,,9620.0,,11400.0,,19303.0,,1058884.0,,27.1,,,,,,,
2021-07-08,72.98,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-07,72.22,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06,73.62,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,75.37,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-02,75.37,3.67,,,,,,,,,,8526.0,,7828.0,,11300.0,,21547.0,,1066780.0,,27.5,,,,,,,
2021-07-01,75.33,3.76,381.0,102.0,483.0,468.0,16.0,,,,8795.71,,8647.088,,11307.116,,19894.01,,1060.22,,-9035.0,,227.779,565.564,244.549,2381.773,7188.304,,
2021-06-30,73.52,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-29,73.14,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,72.98,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25,74.21,3.4,,,,,,,,,,8760.0,,8711.0,,11100.0,,20902.0,,1074829.0,,28.0,,,,,,,
2021-06-24,73.31,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23,73.11,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,73.15,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,73.64,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,71.64,3.23,,,,,,,,,,9794.0,,9133.0,,11100.0,,20751.0,,1082948.0,,28.7,,,,,,,
2021-06-17,71.06,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,72.03,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,72.06,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,70.94,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,71.0,3.23,,,,,,,,,,9594.0,,9630.0,,11200.0,,20571.0,,1092267.0,,29.6,,,,,,,
2021-06-10,70.34,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,69.9,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-08,70.11,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,69.21,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-04,69.57,3.01,,,,,,,,,,9387.0,,8468.0,,11000.0,,17713.0,,1100513.0,,30.6,,,,,,,
2021-06-03,68.81,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,68.79,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,67.8,3.02,367.0,97.0,464.0,451.0,13.0,,,,9298.167,,9261.628,,11276.282,,20537.159,,1069.255,,-34924.0,,207.859,539.252,237.703,2213.947,7018.683,,
2021-05-31,66.31,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,66.31,2.91,,,,,,,,,,8267.0,,7178.0,,10800.0,,19140.0,,1107103.0,,31.4,,,,,,,
2021-05-27,66.87,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26,66.41,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25,66.27,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24,66.13,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21,63.61,2.84,,,,,,,,,,9141.0,,8936.0,,11000.0,,19956.0,,1112830.0,,32.0,,,,,,,
2021-05-20,61.95,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,63.28,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18,65.49,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,66.24,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,65.32,2.95,,,,,,,,,,9244.0,,8713.0,,11000.0,,19272.0,,1116138.0,,32.2,,,,,,,
2021-05-13,63.82,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-12,65.96,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,65.31,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,64.92,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07,64.96,2.9,,,,,,,,,,8176.0,,7854.0,,11000.0,,17483.0,,1116719.0,,32.3,,,,,,,
2021-05-06,64.73,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05,65.63,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,65.72,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,64.46,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30,63.5,2.86,,,,,,,,,,7886.0,,9226.0,,10900.0,,19691.0,,1118544.0,,32.3,,,,,,,
2021-04-29,65.0,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28,63.81,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-27,63.03,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,62.02,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,62.18,2.79,,,,,,,,,,9174.0,,7408.0,,10900.0,,20395.0,,1127582.0,,32.9,,,,,,,
2021-04-22,61.45,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,61.34,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,62.61,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,63.33,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,63.16,2.63,,,,,,,,,,7873.0,,8015.0,,11000.0,,18762.0,,1128941.0,,33.0,,,,,,,
2021-04-15,63.42,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14,63.15,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,60.2,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,59.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,59.29,2.48,,,,,,,,,,8301.0,,7640.0,,11000.0,,20328.0,,1129090.0,,33.1,,,,,,,
2021-04-08,59.61,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07,59.77,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,59.34,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,58.73,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,61.41,2.52,341.0,94.0,436.0,424.0,12.0,,,,8266.867,,9109.836,,11230.181,,19459.363,,1123.158,,-16518.0,,208.369,564.418,236.817,2237.206,6354.239,,
2021-03-31,59.19,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,60.55,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,61.49,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-26,60.93,2.52,,,,,,,,,,8505.0,,7428.0,,11100.0,,20313.0,,1139608.0,,36.4,,,,,,,
2021-03-25,58.47,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,61.12,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23,57.75,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,61.48,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-19,61.43,2.53,,,,,,,,,,8448.0,,7703.0,,11000.0,,18702.0,,1140484.0,,40.2,,,,,,,
2021-03-18,59.95,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,64.55,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16,64.82,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,65.36,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,65.59,2.65,,,,,,,,,,8215.0,,6847.0,,10900.0,,18933.0,,1138572.0,,41.8,,,,,,,
2021-03-11,66.02,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,64.45,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,64.02,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,65.03,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-05,66.08,2.72,,,,,,,,,,7471.0,,6870.0,,10900.0,,18672.0,,1136176.0,,40.5,,,,,,,
2021-03-04,63.81,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,61.33,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,59.7,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,60.54,2.7,315.0,92.0,408.0,395.0,13.0,,,,8288.258,,7678.92,,11159.56,,19203.83,,1139.676,,8748.0,,238.724,595.411,228.828,2606.98,6188.654,,
2021-02-26,61.55,2.66,,,,,,,,,,8642.0,,6344.0,,10000.0,,18759.0,,1122378.0,,37.5,,,,,,,
2021-02-25,63.43,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-24,63.21,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,61.66,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-22,61.67,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19,59.12,4.96,,,,,,,,,,6350.0,,6745.0,,9700.0,,18688.0,,1100815.0,,32.8,,,,,,,
2021-02-18,60.4,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-17,61.09,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,60.07,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12,59.5,6.12,,,,,,,,,,7931.0,,8564.0,,10800.0,,20668.0,,1099530.0,,31.3,,,,,,,
2021-02-11,58.22,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,58.69,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,58.34,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-08,57.95,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-05,56.8,3.49,,,,,,,,,,8029.0,,7473.0,,11000.0,,20183.0,,1106935.0,,31.8,,,,,,,
2021-02-04,56.19,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,55.67,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,54.77,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,53.55,2.88,305.0,91.0,397.0,381.0,17.0,,,,7648.143,,7661.056,,9773.059,,17444.199,,1130.928,,16990.0,,271.877,424.004,170.302,3042.312,6247.841,,
2021-01-29,52.16,2.68,,,,,,,,,,8958.0,,8902.0,,10900.0,,18528.0,,1113745.0,,32.4,,,,,,,
2021-01-28,52.26,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-27,52.81,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-26,52.61,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25,52.78,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-22,52.28,2.45,,,,,,,,,,7211.0,,8214.0,,10900.0,,19681.0,,1114739.0,,32.6,,,,,,,
2021-01-21,53.0,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,53.16,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,52.87,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,52.25,2.86,,,,,,,,,,8182.0,,7655.0,,11000.0,,19642.0,,1124648.0,,33.5,,,,,,,
2021-01-14,53.47,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,52.81,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,53.08,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11,52.15,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,52.14,2.77,,,,,,,,,,8026.0,,8140.0,,11000.0,,19607.0,,1120296.0,,33.6,,,,,,,
2021-01-07,50.63,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,50.45,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,49.78,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,47.47,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,48.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,48.24,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-29,47.85,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-28,47.5,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-24,48.18,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,47.94,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-22,47.02,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-21,47.79,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,49.04,2.73,,,,,,,,,,7497.0,,8813.0,,11000.0,,19088.0,,1137619.0,,35.3,,,,,,,
2020-12-17,48.34,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,47.86,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-15,47.58,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-14,47.02,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-11,46.59,2.54,,,,,,,,,,7667.0,,7565.0,,11000.0,,19335.0,,1138182.0,,35.2,,,,,,,
2020-12-10,46.76,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,45.48,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-08,45.64,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-07,45.72,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,46.23,2.48,,,,,,,,,,8555.0,,6588.0,,11100.0,,18534.0,,1141316.0,,35.6,,,,,,,
2020-12-03,45.65,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-02,45.23,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,44.54,2.89,260.0,80.0,341.0,326.0,15.0,,,,7738.194,,8923.861,,11083.595,,18801.691,,1123.557,,-15280.0,,266.618,553.176,231.823,3167.833,7735.441,,
2020-11-30,45.2,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,45.58,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,44.71,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-23,42.91,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-20,41.99,2.22,,,,,,,,,,7167.0,,7386.0,,11000.0,,19156.0,,1126911.0,,35.5,,,,,,,
2020-11-19,41.57,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,41.64,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-17,41.24,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-16,41.14,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13,39.93,2.82,,,,,,,,,,7078.0,,7818.0,,10900.0,,19564.0,,1127776.0,,36.1,,,,,,,
2020-11-12,40.9,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,41.23,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-10,41.18,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,40.05,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,36.97,2.67,,,,,,,,,,7386.0,,7566.0,,10500.0,,20180.0,,1127412.0,,36.6,,,,,,,
2020-11-05,38.56,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,38.97,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,37.44,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,36.6,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,35.64,3.03,,,,,,,,,,6767.0,,7568.0,,10500.0,,18362.0,,1123699.0,,36.2,,,,,,,
2020-10-29,35.94,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,37.27,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,39.34,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,38.39,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,39.73,2.91,,,,,,,,,,7966.0,,8082.0,,11100.0,,19631.0,,1131850.0,,36.6,,,,,,,
2020-10-22,40.46,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,39.88,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,41.37,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,40.69,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,40.7,2.16,,,,,,,,,,6968.0,,8028.0,,9900.0,,18112.0,,1128188.0,,36.1,,,,,,,
2020-10-15,40.84,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,40.86,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,40.03,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,39.22,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,40.44,2.25,,,,,,,,,,7321.0,,7525.0,,10500.0,,19475.0,,1129956.0,,35.9,,,,,,,
2020-10-08,41.04,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,39.82,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,40.52,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,39.12,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-02,36.9,1.41,,,,,,,,,,7889.0,,7899.0,,11000.0,,18345.0,,1134933.0,,36.3,,,,,,,
2020-10-01,38.51,1.6,204.0,73.0,280.0,266.0,14.0,,,,7375.613,,8388.828,,10413.412,,18613.649,,1132.478,,-7432.0,,199.306,481.621,224.552,2320.028,8321.354,,
2020-09-30,40.05,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,39.03,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,40.47,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,40.06,1.9,,,,,,,,,,7073.0,,8652.0,,10700.0,,17447.0,,1135577.0,,37.0,,,,,,,
2020-09-24,40.11,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,39.92,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,39.55,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,39.26,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,41.09,1.56,,,,,,,,,,7202.0,,7995.0,,10700.0,,18439.0,,1139358.0,,37.0,,,,,,,
2020-09-17,40.99,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,40.17,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,38.29,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,37.23,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,37.33,1.93,,,,,,,,,,7001.0,,7010.0,,10900.0,,17027.0,,1141778.0,,36.2,,,,,,,
2020-09-10,37.25,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
